PRICE,SOURCE,SEX,COUNTRY,AGE
1037,19,ios,female,usa,18
1038,29,android,female,tur,16
1039,49,android,female,deu,36
1040,39,ios,female,tur,22
1041,19,ios,female,tur,22
1042,19,ios,female,tur,22
1043,19,ios,female,tur,22
1044,49,ios,female,tur,22
1045,39,android,male,tur,16
1046,39,android,male,tur,16
1047,39,android,male,tur,16
1048,39,android,male,tur,16
1049,29,android,male,tur,16
1050,19,android,male,tur,16
1051,39,android,male,tur,16
1052,19,android,male,tur,16
1053,29,android,male,tur,16
1054,59,android,male,tur,16
1055,49,android,male,tur,16
1056,49,android,male,tur,16
1057,49,android,male,tur,16
1058,39,android,male,tur,16
1059,49,ios,male,bra,16
1060,9,ios,male,bra,16
1061,19,ios,male,bra,16
1062,49,ios,male,bra,16
1063,9,ios,male,bra,16
1064,49,ios,male,bra,16
1065,19,ios,male,bra,16
1066,49,ios,female,tur,31
1067,29,ios,female,tur,31
1068,39,android,male,usa,30
1069,49,android,male,usa,30
1070,49,android,male,usa,30
1071,39,android,male,usa,30
1072,29,android,male,usa,30
1073,39,android,male,usa,30
1074,9,android,male,usa,30
1075,59,android,male,usa,36
1076,49,android,male,bra,20
1077,29,android,male,bra,20
1078,39,android,male,bra,20
1079,19,android,male,bra,20
1080,39,android,male,bra,20
1081,29,android,male,bra,26
1082,49,android,male,bra,26
1083,39,android,male,bra,26
1084,49,android,male,bra,26
1085,59,android,male,usa,51
1086,49,android,male,usa,51
1087,39,android,male,usa,51
1088,49,android,male,usa,51
1089,29,android,male,usa,51
1090,39,android,male,usa,51
1091,39,android,male,usa,51
1092,49,android,male,usa,51
1093,29,android,male,usa,51
1094,29,android,male,usa,51
1095,39,android,male,usa,51
1096,19,android,male,usa,51
1097,19,android,male,usa,51
1098,29,android,male,usa,51
1099,39,android,male,usa,51
1100,9,android,female,can,16
1101,19,android,female,can,16
1102,39,android,female,can,16
1103,29,android,female,can,16
1104,29,ios,male,usa,22
1105,29,ios,male,usa,22
1106,39,ios,male,fra,51
1107,29,android,male,fra,55
1108,49,android,male,fra,55
1109,29,android,male,fra,55
1110,39,android,female,bra,23
1111,29,android,female,bra,23
1112,29,android,female,bra,23
1113,29,android,female,bra,23
1114,49,android,female,bra,23
1115,39,android,female,bra,23
1116,39,android,female,bra,23
1117,29,android,female,bra,23
1118,49,android,female,tur,17
1119,29,android,female,tur,17
1120,39,android,female,tur,17
1121,49,android,male,tur,15
1122,29,android,male,tur,15
1123,39,android,female,tur,20
1124,49,android,female,tur,20
1125,9,android,female,tur,20
1126,59,android,female,tur,20
1127,29,android,female,tur,20
1128,39,android,female,tur,20
1129,19,android,female,tur,20
1130,19,android,female,tur,20
1131,19,android,female,tur,20
1132,49,android,female,tur,20
1133,19,android,female,usa,24
1134,19,android,female,usa,24
1135,39,android,male,deu,17
1136,29,android,male,deu,17
1137,29,android,male,deu,17
1138,49,android,male,deu,17
1139,39,android,male,deu,17
1140,49,android,male,deu,17
1141,19,android,male,deu,17
1142,29,android,male,deu,17
1143,39,android,male,deu,17
1144,19,android,male,deu,17
1145,49,android,male,deu,17
1146,19,android,male,deu,17
1147,29,android,male,deu,17
1148,19,android,male,deu,17
1149,29,android,male,deu,17
1150,19,android,male,deu,17
1151,29,android,male,deu,17
1152,39,android,male,deu,17
1153,9,android,male,deu,17
1154,39,ios,female,bra,18
1155,49,ios,female,bra,18
1156,39,ios,female,bra,18
1157,29,ios,male,bra,15
1158,39,ios,male,bra,15
1159,29,ios,male,bra,15
1160,49,ios,male,bra,15
1161,9,ios,male,bra,15
1162,59,ios,female,usa,20
1163,49,ios,female,usa,20
1164,39,ios,female,usa,20
1165,39,ios,female,usa,20
1166,19,ios,female,usa,20
1167,19,ios,male,usa,53
1168,49,ios,male,usa,53
1169,49,android,female,usa,19
1170,39,android,female,usa,19
1171,49,android,female,usa,19
1172,19,android,female,usa,28
1173,39,android,female,usa,28
1174,29,android,female,usa,28
1175,29,ios,female,can,16
1176,29,ios,female,can,16
1177,29,ios,male,usa,55
1178,39,ios,female,can,15
1179,19,ios,female,can,15
1180,39,ios,female,can,15
1181,39,ios,female,can,15
1182,19,ios,female,can,15
1183,29,ios,female,bra,33
1184,39,ios,female,bra,33
1185,49,ios,female,bra,33
1186,39,ios,female,bra,33
1187,29,ios,female,bra,33
1188,19,ios,female,bra,33
1189,29,ios,female,bra,33
1190,29,ios,female,bra,33
1191,39,android,female,usa,21
1192,49,android,female,usa,21
1193,39,android,female,usa,21
1194,39,android,female,usa,21
1195,29,android,female,tur,17
1196,59,android,female,tur,17
1197,29,ios,female,usa,17
1198,19,android,female,bra,22
1199,39,android,female,bra,22
1200,49,android,female,bra,22
1201,49,android,female,bra,22
1202,29,android,female,bra,22
1203,19,ios,female,usa,19
1204,39,ios,female,usa,19
1205,9,ios,female,usa,19
1206,49,ios,female,usa,19
1207,29,ios,female,usa,19
1208,39,ios,female,usa,19
1209,49,ios,female,usa,19
1210,49,ios,female,usa,19
1211,59,ios,female,usa,19
1212,19,ios,female,usa,19
1213,29,ios,female,usa,19
1214,29,android,female,usa,26
1215,19,android,female,usa,26
1216,49,android,female,usa,26
1217,39,android,female,usa,26
1218,19,android,female,usa,26
1219,29,ios,female,deu,23
1220,39,ios,female,deu,23
1221,29,android,female,deu,17
1222,19,android,female,deu,17
1223,39,android,female,usa,22
1224,49,android,female,usa,22
1225,49,android,female,usa,22
1226,29,android,female,usa,22
1227,29,android,female,usa,22
1228,29,android,female,usa,22
1229,29,android,female,usa,22
1230,39,android,female,usa,22
1231,49,android,female,usa,22
1232,19,android,female,bra,18
1233,39,android,male,bra,19
1234,29,android,male,bra,40
1235,39,android,male,bra,40
1236,59,android,male,bra,40
1237,39,android,male,bra,40
1238,49,android,male,bra,40
1239,39,android,male,bra,40
1240,39,android,male,bra,40
1241,39,android,male,bra,40
1242,39,android,male,bra,40
1243,39,android,male,bra,40
1244,39,android,male,bra,40
1245,19,android,female,bra,16
1246,39,ios,female,bra,24
1247,39,ios,male,bra,37
1248,19,ios,male,bra,37
1249,29,ios,male,bra,37
1250,19,ios,female,usa,16
1251,19,ios,female,usa,16
1252,29,ios,female,usa,16
1253,49,android,female,deu,23
1254,39,ios,female,bra,31
1255,29,ios,female,bra,31
1256,19,ios,female,bra,31
1257,19,ios,female,bra,31
1258,29,ios,female,bra,31
1259,29,ios,female,bra,31
1260,29,ios,female,bra,31
1261,29,android,male,bra,28
1262,19,android,male,bra,28
1263,29,android,male,bra,28
1264,19,android,male,bra,28
1265,29,android,male,bra,28
1266,29,android,male,bra,28
1267,39,android,male,bra,28
1268,29,android,male,bra,28
1269,19,android,male,bra,28
1270,39,android,male,bra,28
1271,29,android,male,bra,28
1272,29,android,male,bra,28
1273,29,android,male,bra,28
1274,39,android,female,usa,15
1275,29,ios,female,usa,35
1276,39,ios,female,usa,35
1277,19,ios,female,usa,35
1278,29,ios,female,usa,35
1279,19,ios,female,usa,35
1280,39,ios,female,usa,35
1281,19,ios,female,usa,35
1282,39,ios,male,bra,43
1283,39,ios,male,bra,43
1284,49,ios,male,bra,43
1285,49,ios,male,deu,17
1286,19,ios,male,deu,17
1287,49,ios,male,deu,17
1288,29,ios,male,deu,17
1289,29,ios,male,deu,17
1290,49,android,female,fra,35
1291,19,android,female,fra,35
1292,29,android,female,fra,35
1293,39,android,female,fra,35
1294,49,android,male,fra,33
1295,29,android,male,fra,33
1296,39,android,female,fra,16
1297,39,android,female,fra,16
1298,49,android,female,fra,16
1299,29,android,male,usa,57
1300,39,android,male,usa,57
1301,19,android,male,usa,57
1302,59,android,male,bra,46
1303,49,android,female,deu,38
1304,19,android,female,deu,38
1305,49,android,female,deu,38
1306,39,android,female,bra,18
1307,49,android,female,bra,18
1308,49,android,female,bra,18
1309,29,android,female,bra,18
1310,29,android,female,bra,18
1311,59,android,male,bra,20
1312,19,android,male,bra,20
1313,39,android,male,bra,20
1314,19,android,male,bra,20
1315,39,ios,female,bra,25
1316,19,ios,female,usa,15
1317,19,ios,female,usa,15
1318,39,ios,female,usa,15
1319,29,ios,female,usa,15
1320,39,ios,female,usa,15
1321,9,ios,female,usa,15
1322,39,ios,female,usa,15
1323,19,ios,female,usa,15
1324,29,ios,female,usa,15
1325,19,ios,female,usa,15
1326,19,ios,female,usa,15
1327,19,android,male,deu,18
1328,19,android,male,deu,18
1329,19,android,male,deu,18
1330,39,android,male,deu,18
1331,29,android,male,deu,18
1332,59,ios,male,usa,15
1333,19,ios,male,usa,15
1334,49,ios,male,usa,15
1335,39,ios,male,usa,15
1336,19,android,female,fra,23
1337,29,android,female,fra,23
1338,39,ios,male,bra,15
1339,49,ios,male,bra,15
1340,49,ios,male,bra,15
1341,29,ios,male,bra,15
1342,39,ios,male,bra,15
1343,59,ios,male,bra,15
1344,39,android,male,deu,18
1345,39,android,female,usa,17
1346,29,android,female,usa,17
1347,19,android,female,usa,17
1348,39,android,female,usa,17
1349,39,android,female,usa,17
1350,29,android,female,usa,17
1351,39,android,female,usa,17
1352,39,android,female,bra,21
1353,59,android,female,bra,21
1354,29,android,female,bra,21
1355,49,android,female,bra,21
1356,39,android,female,bra,21
1357,49,android,female,bra,21
1358,19,android,male,bra,19
1359,29,android,male,bra,19
1360,19,android,male,bra,19
1361,29,android,male,bra,19
1362,39,android,male,bra,19
1363,29,android,female,usa,18
1364,39,android,female,usa,18
1365,49,ios,male,bra,21
1366,19,ios,male,bra,21
1367,29,ios,male,bra,21
1368,29,ios,male,bra,21
1369,29,ios,male,bra,21
1370,39,android,female,usa,17
1371,39,android,female,usa,17
1372,29,android,female,usa,17
1373,49,android,female,usa,17
1374,29,ios,female,bra,35
1375,19,ios,female,bra,35
1376,19,ios,female,bra,35
1377,49,ios,female,bra,35
1378,49,ios,female,bra,35
1379,29,ios,female,bra,35
1380,9,android,male,bra,27
1381,39,android,male,bra,27
1382,19,android,male,bra,27
1383,59,ios,male,bra,33
1384,49,ios,male,bra,33
1385,39,ios,male,bra,33
1386,29,android,female,deu,27
1387,49,android,female,deu,27
1388,39,android,female,deu,27
1389,49,android,female,deu,27
1390,29,android,female,deu,27
1391,29,android,female,deu,27
1392,19,android,female,deu,27
1393,19,ios,female,tur,17
1394,9,ios,female,tur,17
1395,49,ios,female,tur,17
1396,19,android,male,usa,51
1397,19,ios,male,usa,17
1398,39,ios,male,usa,17
1399,19,ios,male,usa,17
1400,29,android,female,tur,19
1401,29,android,female,tur,19
1402,49,android,female,fra,15
1403,49,android,female,fra,15
1404,39,android,female,fra,15
1405,19,android,female,fra,15
1406,49,android,female,fra,19
1407,29,android,female,fra,19
1408,19,android,female,fra,19
1409,29,android,female,fra,21
1410,49,android,female,fra,21
1411,49,android,male,bra,17
1412,49,android,male,bra,17
1413,39,android,male,bra,17
1414,9,android,male,bra,17
1415,19,android,male,bra,17
1416,29,android,male,usa,17
1417,29,android,male,usa,17
1418,49,android,male,usa,17
1419,29,android,male,usa,17
1420,39,android,male,usa,17
1421,39,android,female,bra,43
1422,49,android,female,bra,43
1423,19,android,female,fra,19
1424,39,android,female,fra,19
1425,9,android,female,fra,19
1426,19,ios,female,fra,25
1427,19,ios,female,fra,25
1428,19,ios,female,fra,25
1429,29,ios,female,fra,25
1430,39,ios,female,fra,25
1431,19,ios,female,fra,16
1432,49,ios,female,fra,16
1433,29,ios,female,fra,16
1434,39,ios,female,fra,16
1435,19,ios,female,fra,16
1436,19,ios,female,fra,16
1437,19,ios,female,fra,16
1438,29,ios,female,fra,16
1439,39,ios,female,usa,16
1440,29,ios,female,usa,16
1441,29,ios,female,usa,16
1442,29,ios,female,usa,16
1443,29,ios,female,usa,16
1444,9,ios,female,usa,16
1445,29,android,female,usa,21
1446,29,android,female,usa,21
1447,49,android,female,usa,21
1448,29,android,female,usa,21
1449,19,android,female,usa,21
1450,19,android,female,usa,21
1451,19,android,female,usa,21
1452,49,ios,male,tur,37
1453,29,ios,male,tur,37
1454,49,ios,male,tur,37
1455,39,android,female,bra,19
1456,49,android,female,bra,19
1457,39,android,female,bra,19
1458,29,android,female,bra,19
1459,49,android,male,tur,15
1460,59,ios,male,usa,27
1461,39,android,female,can,19
1462,49,android,female,can,19
1463,49,android,female,can,19
1464,49,ios,female,usa,21
1465,49,ios,female,usa,21
1466,49,ios,female,usa,21
1467,39,ios,female,usa,21
1468,39,ios,female,usa,21
1469,49,ios,female,usa,21
1470,39,ios,female,usa,21
1471,9,ios,female,usa,21
1472,49,ios,male,fra,20
1473,19,ios,male,usa,26
1474,39,ios,male,usa,26
1475,49,ios,male,usa,26
1476,29,ios,male,usa,26
1477,29,ios,male,usa,26
1478,39,ios,male,usa,26
1479,49,ios,male,usa,26
1480,19,ios,male,usa,26
1481,29,android,male,usa,38
1482,19,android,male,usa,38
1483,49,android,male,usa,38
1484,39,android,female,bra,21
1485,49,android,female,bra,21
1486,19,android,female,bra,21
1487,49,android,female,bra,21
1488,29,android,male,usa,15
1489,29,android,male,usa,15
1490,29,android,male,usa,15
1491,59,android,male,usa,15
1492,19,ios,male,bra,47
1493,59,ios,female,usa,28
1494,49,ios,female,usa,28
1495,59,ios,female,usa,28
1496,39,ios,female,usa,28
1497,19,ios,female,usa,28
1498,29,ios,female,usa,28
1499,19,android,female,usa,16
1500,39,android,female,usa,16
1501,19,android,female,usa,20
1502,49,android,female,usa,20
1503,19,android,female,usa,20
1504,59,android,female,usa,20
1505,19,android,female,usa,20
1506,29,android,female,usa,20
1507,19,android,female,usa,20
1508,49,android,female,usa,20
1509,9,android,female,usa,20
1510,49,android,female,can,20
1511,29,android,female,can,20
1512,29,android,female,can,20
1513,19,android,female,can,20
1514,29,android,male,usa,17
1515,39,android,male,usa,17
1516,49,android,male,usa,17
1517,29,android,male,usa,17
1518,39,android,male,usa,17
1519,29,android,male,usa,17
1520,29,android,male,usa,17
1521,39,android,male,usa,17
1522,19,android,male,usa,17
1523,49,android,male,usa,17
1524,49,ios,male,deu,20
1525,49,android,female,usa,21
1526,49,android,female,usa,21
1527,19,android,male,bra,16
1528,29,android,male,bra,16
1529,29,android,male,bra,16
1530,29,android,male,bra,16
1531,29,android,male,bra,16
1532,39,android,male,bra,16
1533,49,android,male,bra,16
1534,9,android,male,bra,16
1535,29,android,male,usa,20
1536,59,android,male,usa,20
1537,39,ios,male,fra,16
1538,19,ios,male,fra,16
1539,29,ios,male,fra,16
1540,29,ios,male,fra,16
1541,19,ios,male,fra,16
1542,49,ios,male,fra,16
1543,9,android,male,fra,18
1544,29,android,male,fra,18
1545,19,android,male,fra,18
1546,19,android,male,fra,18
1547,49,android,female,bra,17
1548,29,android,male,usa,19
1549,49,android,male,usa,19
1550,29,android,male,usa,19
1551,19,android,male,usa,19
1552,29,ios,male,can,32
1553,29,ios,male,can,32
1554,29,ios,male,can,32
1555,39,ios,female,usa,15
1556,59,android,male,usa,15
1557,19,android,male,usa,15
1558,49,android,male,usa,15
1559,49,android,male,deu,20
1560,49,android,male,deu,20
1561,39,android,male,deu,20
1562,39,android,male,deu,20
1563,39,android,male,deu,20
1564,49,android,male,deu,20
1565,19,android,male,deu,20
1566,39,android,male,deu,20
1567,49,android,male,deu,20
1568,39,android,male,deu,20
1569,49,android,male,deu,20
1570,19,ios,male,usa,33
1571,29,ios,male,usa,33
1572,39,ios,male,usa,33
1573,29,ios,male,usa,33
1574,29,ios,male,usa,33
1575,29,ios,male,usa,33
1576,19,ios,male,usa,33
1577,19,ios,male,usa,33
1578,39,ios,male,usa,33
1579,9,ios,male,usa,33
1580,19,android,female,tur,56
1581,39,android,female,tur,56
1582,19,ios,female,tur,25
1583,39,ios,female,tur,25
1584,39,ios,female,tur,25
1585,29,android,female,tur,50
1586,39,android,female,tur,50
1587,39,android,female,tur,50
1588,29,android,female,tur,50
1589,19,android,female,tur,50
1590,39,android,female,tur,50
1591,29,ios,female,bra,29
1592,49,ios,female,bra,29
1593,9,ios,female,bra,29
1594,29,ios,female,bra,29
1595,49,ios,female,bra,29
1596,39,ios,female,bra,29
1597,9,ios,female,bra,29
1598,39,android,female,tur,26
1599,29,android,female,tur,26
1600,29,android,female,tur,26
1601,19,android,male,bra,53
1602,39,android,male,bra,53
1603,19,android,male,bra,53
1604,39,android,male,bra,53
1605,19,android,female,usa,42
1606,19,android,female,usa,42
1607,49,android,female,usa,42
1608,49,android,female,usa,42
1609,19,android,female,usa,42
1610,9,android,female,usa,25
1611,39,android,female,usa,25
1612,19,android,female,usa,25
1613,19,android,female,usa,25
1614,19,android,female,usa,25
1615,19,ios,female,usa,15
1616,49,ios,female,usa,15
1617,39,android,male,usa,25
1618,29,android,male,usa,25
1619,49,android,male,usa,25
1620,39,android,male,usa,25
1621,39,ios,female,tur,38
1622,19,ios,female,tur,38
1623,29,ios,female,tur,38
1624,19,ios,female,tur,38
1625,9,ios,female,tur,38
1626,49,ios,female,tur,38
1627,29,ios,female,tur,38
1628,19,ios,female,tur,38
1629,19,ios,female,tur,38
1630,29,android,male,deu,24
1631,39,android,male,deu,24
1632,19,android,male,deu,24
1633,39,ios,male,bra,42
1634,19,ios,male,bra,42
1635,39,ios,male,bra,42
1636,29,ios,male,bra,42
1637,19,ios,male,bra,42
1638,19,ios,male,bra,42
1639,29,ios,male,bra,42
1640,29,ios,male,bra,42
1641,49,ios,male,bra,42
1642,29,android,female,deu,33
1643,49,android,female,bra,22
1644,29,android,male,usa,26
1645,49,android,male,usa,26
1646,39,android,male,usa,26
1647,49,android,male,usa,26
1648,19,android,male,usa,26
1649,29,android,male,usa,26
1650,29,android,male,usa,26
1651,49,android,male,usa,26
1652,39,ios,female,usa,17
1653,49,ios,female,usa,17
1654,59,ios,female,usa,17
1655,39,ios,female,usa,17
1656,19,ios,female,usa,17
1657,49,ios,female,usa,17
1658,29,ios,female,usa,17
1659,39,ios,female,usa,17
1660,39,ios,female,usa,17
1661,39,android,female,bra,29
1662,39,android,female,bra,29
1663,19,android,female,bra,29
1664,49,android,female,bra,29
1665,49,android,female,bra,29
1666,39,android,female,bra,29
1667,29,android,female,bra,29
1668,29,ios,female,usa,38
1669,9,ios,female,usa,38
1670,39,ios,female,usa,27
1671,19,ios,female,usa,27
1672,39,ios,female,usa,27
1673,29,ios,female,usa,27
1674,49,ios,female,usa,27
1675,9,ios,female,usa,27
1676,19,ios,female,usa,27
1677,49,ios,female,usa,27
1678,19,ios,female,usa,27
1679,29,ios,female,usa,27
1680,49,ios,female,usa,27
1681,29,ios,female,usa,27
1682,49,ios,female,bra,15
1683,29,ios,female,bra,15
1684,49,android,female,bra,16
1685,29,android,female,bra,15
1686,39,android,female,bra,15
1687,19,android,female,bra,15
1688,39,ios,male,usa,22
1689,39,ios,male,usa,22
1690,49,ios,male,usa,22
1691,29,ios,male,bra,17
1692,9,ios,male,bra,17
1693,29,android,female,usa,49
1694,19,android,female,usa,49
1695,39,android,female,usa,49
1696,59,android,female,usa,25
1697,39,android,female,usa,25
1698,49,android,female,usa,25
1699,39,android,female,usa,25
1700,39,android,male,usa,18
1701,49,android,male,usa,18
1702,39,android,male,usa,18
1703,49,android,male,usa,18
1704,39,android,male,usa,18
1705,39,android,male,bra,21
1706,49,android,male,bra,21
1707,49,android,male,bra,21
1708,19,android,male,bra,21
1709,19,android,male,bra,21
1710,39,android,male,bra,21
1711,19,android,male,bra,21
1712,29,android,male,bra,21
1713,39,android,male,bra,21
1714,49,android,male,bra,21
1715,49,android,male,bra,21
1716,49,android,male,bra,21
1717,29,android,male,bra,21
1718,49,android,male,bra,21
1719,9,android,male,bra,21
1720,29,android,male,usa,17
1721,39,android,male,usa,17
1722,49,android,male,usa,17
1723,29,android,male,usa,17
1724,39,android,male,usa,17
1725,39,ios,male,usa,18
1726,29,ios,male,usa,18
1727,49,ios,male,usa,18
1728,19,ios,male,usa,18
1729,49,ios,male,usa,18
1730,39,android,female,usa,24
1731,49,android,female,usa,24
1732,39,android,female,usa,24
1733,19,android,female,usa,24
1734,29,android,female,usa,24
1735,39,ios,male,usa,21
1736,39,ios,female,usa,25
1737,29,ios,female,usa,25
1738,49,ios,female,usa,25
1739,19,ios,female,usa,25
1740,59,ios,female,usa,25
1741,49,ios,female,usa,25
1742,19,ios,female,usa,25
1743,39,android,male,usa,31
1744,49,android,male,usa,31
1745,9,android,male,tur,22
1746,59,android,female,bra,25
1747,29,android,female,bra,25
1748,39,android,female,bra,25
1749,29,android,female,bra,25
1750,49,android,female,bra,25
1751,19,android,female,bra,25
1752,59,android,female,bra,25
1753,39,android,female,bra,25
1754,59,android,female,bra,25
1755,39,android,female,bra,25
1756,49,android,female,bra,25
1757,29,android,female,bra,25
1758,19,ios,male,tur,47
1759,49,ios,male,usa,21
1760,19,ios,male,usa,21
1761,39,ios,male,usa,21
1762,39,ios,male,usa,21
1763,49,ios,male,usa,21
1764,39,ios,male,usa,21
1765,39,ios,male,usa,21
1766,39,ios,male,usa,21
1767,49,android,female,usa,18
1768,39,android,female,usa,18
1769,39,android,female,usa,18
1770,29,android,female,usa,18
1771,39,android,female,usa,18
1772,29,android,female,usa,18
1773,39,ios,female,bra,15
1774,49,ios,female,bra,15
1775,49,ios,female,bra,15
1776,49,ios,female,bra,15
1777,19,ios,female,bra,15
1778,59,ios,female,bra,15
1779,29,ios,female,bra,15
1780,39,ios,female,bra,15
1781,39,ios,female,bra,15
1782,29,ios,female,bra,15
1783,29,ios,female,bra,15
1784,39,android,male,bra,35
1785,29,android,male,bra,35
1786,29,android,male,bra,35
1787,39,android,male,bra,35
1788,29,android,male,bra,35
1789,49,android,male,bra,35
1790,29,android,male,bra,35
1791,39,android,male,bra,35
1792,49,android,male,bra,35
1793,49,android,male,bra,35
1794,39,android,male,bra,35
1795,29,android,male,bra,35
1796,29,android,male,bra,35
1797,19,android,male,bra,35
1798,19,android,male,bra,35
1799,19,android,male,bra,35
1800,19,android,male,bra,35
1801,39,ios,female,deu,26
1802,39,ios,female,deu,26
1803,29,ios,female,deu,26
1804,39,ios,female,deu,26
1805,29,ios,female,deu,26
1806,29,ios,female,deu,26
1807,49,ios,female,deu,26
1808,29,ios,female,deu,26
1809,29,ios,female,deu,26
1810,49,ios,female,deu,26
1811,39,android,female,bra,22
1812,29,android,female,bra,22
1813,19,android,female,bra,22
1814,19,android,female,bra,22
1815,19,android,female,bra,22
1816,29,android,female,bra,22
1817,29,android,female,bra,22
1818,19,android,female,bra,22
1819,29,android,female,bra,22
1820,59,android,female,bra,22
1821,19,android,male,bra,35
1822,29,android,male,bra,35
1823,29,android,male,bra,35
1824,29,android,male,usa,17
1825,39,android,male,usa,17
1826,29,android,male,usa,17
1827,49,android,male,usa,17
1828,29,android,male,usa,37
1829,19,android,male,usa,37
1830,39,android,male,usa,37
1831,39,ios,male,tur,24
1832,49,ios,male,tur,24
1833,49,ios,male,tur,24
1834,39,ios,male,tur,24
1835,49,ios,male,tur,24
1836,39,ios,female,bra,20
1837,29,android,female,deu,15
1838,19,android,female,deu,15
1839,49,android,female,deu,15
1840,19,android,female,deu,15
1841,39,android,female,deu,15
1842,19,android,female,deu,15
1843,19,android,female,deu,15
1844,19,android,female,deu,15
1845,49,android,female,deu,15
1846,29,android,female,deu,15
1847,29,android,female,deu,15
1848,29,android,female,deu,15
1849,39,android,female,deu,15
1850,49,android,female,deu,15
1851,59,android,male,bra,15
1852,19,android,female,usa,24
1853,29,android,female,usa,24
1854,29,android,female,usa,24
1855,39,android,female,usa,24
1856,29,android,female,usa,24
1857,39,android,female,usa,24
1858,19,android,female,bra,20
1859,19,android,female,bra,20
1860,29,android,female,bra,20
1861,29,android,female,bra,20
1862,29,android,female,bra,20
1863,39,android,female,bra,20
1864,29,android,female,bra,20
1865,19,android,female,bra,20
1866,19,android,female,bra,20
1867,29,android,female,bra,20
1868,49,android,female,bra,20
1869,29,android,female,bra,20
1870,59,android,female,bra,20
1871,29,android,female,bra,20
1872,49,android,female,bra,20
1873,59,android,female,bra,20
1874,29,android,female,bra,20
1875,19,android,male,bra,19
1876,9,android,male,bra,19
1877,49,android,male,bra,19
1878,29,android,male,bra,19
1879,49,android,male,bra,19
1880,29,android,male,bra,19
1881,29,android,male,bra,19
1882,29,android,male,bra,19
1883,39,android,male,bra,19
1884,39,android,male,bra,19
1885,29,android,male,bra,19
1886,19,android,male,bra,19
1887,19,android,male,bra,19
1888,19,ios,female,tur,22
1889,29,ios,female,tur,22
1890,39,ios,female,tur,22
1891,39,ios,female,tur,22
1892,39,ios,female,tur,22
1893,29,ios,female,tur,22
1894,49,ios,female,tur,22
1895,19,ios,female,tur,22
1896,39,ios,female,tur,22
1897,19,ios,female,tur,22
1898,39,ios,female,tur,22
1899,49,ios,female,tur,22
1900,39,ios,female,tur,22
1901,19,ios,female,tur,22
1902,39,ios,female,tur,22
1903,49,ios,female,tur,22
1904,19,ios,female,tur,22
1905,19,android,male,bra,21
1906,39,android,male,bra,21
1907,49,android,male,bra,21
1908,39,android,male,bra,21
1909,49,android,male,usa,15
1910,49,android,male,usa,15
1911,29,android,male,usa,15
1912,19,android,male,usa,15
1913,49,android,male,usa,15
1914,29,android,female,tur,17
1915,39,android,female,tur,17
1916,49,android,female,tur,17
1917,39,ios,female,bra,19
1918,39,ios,female,bra,19
1919,39,ios,female,bra,19
1920,39,android,male,bra,27
1921,39,android,male,bra,27
1922,19,android,male,bra,27
1923,29,android,male,bra,27
1924,49,android,male,bra,27
1925,39,ios,male,fra,31
1926,59,ios,male,fra,31
1927,29,ios,male,fra,31
1928,49,ios,male,fra,31
1929,29,ios,male,fra,31
1930,49,ios,male,fra,31
1931,29,ios,male,fra,31
1932,39,ios,male,fra,31
1933,39,ios,male,fra,31
1934,39,ios,male,fra,31
1935,49,ios,male,fra,31
1936,49,ios,male,fra,31
1937,39,ios,male,fra,31
1938,39,ios,male,fra,31
1939,29,ios,male,fra,31
1940,9,ios,male,fra,31
1941,19,android,male,usa,35
1942,29,android,male,usa,35
1943,39,android,male,usa,35
1944,49,android,male,usa,35
1945,29,android,male,usa,35
1946,29,android,male,usa,35
1947,39,android,male,usa,35
1948,39,android,male,usa,35
1949,49,android,male,usa,35
1950,39,android,male,usa,35
1951,29,android,male,usa,35
1952,49,android,male,usa,35
1953,49,ios,male,usa,27
1954,29,ios,male,usa,27
1955,29,ios,male,usa,27
1956,19,ios,male,usa,27
1957,29,ios,male,usa,27
1958,29,ios,male,bra,17
1959,39,ios,male,bra,17
1960,49,ios,male,bra,17
1961,39,ios,male,bra,17
1962,49,ios,male,bra,17
1963,29,ios,male,bra,17
1964,29,ios,male,bra,17
1965,59,ios,male,can,15
1966,49,ios,male,can,15
1967,49,ios,male,can,15
1968,49,ios,male,can,15
1969,39,ios,male,can,15
1970,39,ios,male,can,15
1971,49,ios,male,can,15
1972,19,ios,male,can,15
1973,29,android,female,bra,19
1974,39,android,female,bra,19
1975,29,android,female,bra,19
1976,19,android,female,bra,19
1977,19,android,female,bra,19
1978,29,android,female,tur,21
1979,29,android,female,tur,21
1980,29,android,female,tur,21
1981,39,android,female,tur,21
1982,39,android,female,tur,21
1983,49,ios,female,bra,18
1984,29,ios,female,bra,18
1985,39,ios,female,bra,18
1986,29,ios,female,bra,18
1987,39,ios,female,bra,18
1988,39,ios,female,bra,18
1989,49,ios,female,bra,18
1990,29,ios,female,bra,18
1991,29,ios,female,tur,20
1992,29,ios,female,tur,20
1993,9,ios,female,tur,20
1994,49,ios,female,tur,20
1995,49,ios,female,tur,20
1996,49,ios,female,tur,20
1997,29,ios,female,tur,20
1998,19,android,female,bra,26
1999,29,android,female,bra,26
2000,39,android,female,bra,26
2001,19,android,female,bra,26
2002,29,android,female,bra,26
2003,19,android,female,bra,26
2004,39,android,female,bra,26
2005,39,ios,male,usa,15
2006,19,ios,male,tur,19
2007,29,ios,male,tur,19
2008,39,ios,male,tur,19
