Rating,Timestamp,Enrolled,Progress,Questions Asked,Questions Answered
5.0,2020-10-07 19:06:15,2020-10-07 18:42:14,25.0,0.0,0.0
5.0,2020-10-07 17:45:38,2020-10-07 11:59:29,35.0,0.0,0.0
5.0,2020-10-07 16:44:37,2020-10-07 11:17:49,10.0,0.0,1.0
5.0,2020-10-07 16:37:46,2020-09-30 11:06:08,5.0,0.0,0.0
5.0,2020-10-07 15:34:35,2019-06-05 09:22:49,5.0,0.0,0.0
5.0,2020-10-07 14:22:58,2020-10-01 12:57:34,45.0,0.0,0.0
4.0,2020-10-07 13:01:38,2020-10-07 12:11:45,20.0,0.0,0.0
5.0,2020-10-07 10:57:00,2020-10-06 12:06:15,85.0,0.0,0.0
2.5,2020-10-07 10:35:03,2020-10-06 07:54:25,50.0,0.0,0.0
4.0,2020-10-07 10:11:20,2020-08-27 15:58:13,20.0,0.0,0.0
5.0,2020-10-07 09:21:58,2020-08-04 15:37:50,5.0,0.0,0.0
5.0,2020-10-07 01:39:58,2020-08-27 14:58:39,1.0,0.0,0.0
4.0,2020-10-06 22:00:00,2020-10-06 21:44:15,10.0,0.0,0.0
4.0,2020-10-06 19:09:53,2020-04-05 16:03:04,35.0,0.0,0.0
5.0,2020-10-06 16:04:53,2020-08-19 08:51:57,100.0,1.0,0.0
5.0,2020-10-06 10:27:22,2020-01-05 12:57:30,100.0,1.0,0.0
5.0,2020-10-06 09:18:08,2020-10-06 08:58:28,1.0,0.0,0.0
5.0,2020-10-06 09:11:59,2020-10-05 12:19:32,40.0,0.0,0.0
5.0,2020-10-06 05:52:37,2020-08-31 09:47:15,20.0,0.0,0.0
5.0,2020-10-05 20:32:14,2020-04-05 10:58:10,35.0,0.0,0.0
5.0,2020-10-05 17:06:05,2020-07-03 10:35:10,5.0,0.0,0.0
5.0,2020-10-05 16:37:31,2020-10-05 16:18:28,5.0,0.0,0.0
5.0,2020-10-05 15:01:42,2020-09-26 07:11:53,5.0,0.0,0.0
5.0,2020-10-05 13:27:48,2020-10-02 11:41:44,25.0,0.0,0.0
5.0,2020-10-05 13:17:14,2020-09-28 20:16:28,100.0,0.0,1.0
5.0,2020-10-05 12:26:48,2019-10-03 07:27:43,1.0,0.0,0.0
5.0,2020-10-05 12:00:29,2020-09-28 06:37:54,10.0,0.0,0.0
4.5,2020-10-05 10:11:31,2020-09-28 21:24:27,40.0,0.0,0.0
5.0,2020-10-05 07:49:30,2020-09-24 08:11:22,5.0,0.0,0.0
4.5,2020-10-04 22:44:29,2020-04-05 11:37:46,5.0,0.0,0.0
4.5,2020-10-04 22:23:51,2019-10-20 09:16:25,9.0,0.0,0.0
5.0,2020-10-04 21:07:29,2020-08-17 18:10:12,100.0,4.0,1.0
5.0,2020-10-04 18:59:34,2020-10-04 18:16:37,5.0,0.0,0.0
5.0,2020-10-04 18:48:00,2020-08-09 11:49:13,5.0,0.0,0.0
5.0,2020-10-04 18:02:59,2020-10-03 13:20:57,10.0,0.0,0.0
4.0,2020-10-04 17:12:20,2020-08-29 20:05:53,5.0,0.0,0.0
5.0,2020-10-04 10:11:07,2020-10-02 19:34:07,100.0,0.0,1.0
5.0,2020-10-04 09:06:42,2020-09-23 16:07:55,65.0,0.0,0.0
5.0,2020-10-03 22:32:24,2020-09-17 17:46:12,1.0,0.0,0.0
5.0,2020-10-03 22:28:06,2020-09-27 23:34:20,10.0,0.0,0.0
5.0,2020-10-03 19:45:15,2020-10-01 13:29:12,100.0,0.0,0.0
5.0,2020-10-03 18:09:11,2020-10-02 17:34:17,5.0,0.0,0.0
4.5,2020-10-03 17:53:13,2019-12-04 18:27:31,100.0,1.0,0.0
4.5,2020-10-03 12:44:24,2020-10-02 16:46:55,25.0,0.0,0.0
4.0,2020-10-03 12:40:18,2020-10-02 17:48:36,5.0,0.0,1.0
5.0,2020-10-03 12:23:12,2020-10-02 14:41:01,1.0,0.0,0.0
5.0,2020-10-03 05:38:33,2020-03-03 16:36:49,10.0,0.0,0.0
5.0,2020-10-02 21:55:16,2019-12-05 12:27:42,1.0,0.0,0.0
5.0,2020-10-02 20:06:57,2020-10-02 17:58:15,30.0,0.0,0.0
5.0,2020-10-02 19:09:41,2019-06-16 18:42:12,5.0,0.0,0.0
5.0,2020-10-02 18:18:23,2020-09-11 20:36:32,25.0,0.0,0.0
5.0,2020-10-02 18:16:17,2020-06-29 03:25:14,1.0,0.0,0.0
4.5,2020-10-02 17:24:37,2020-08-18 07:01:04,1.0,0.0,0.0
5.0,2020-10-02 16:44:24,2020-09-24 22:12:43,25.0,0.0,0.0
5.0,2020-10-02 16:23:43,2020-10-02 15:59:53,55.0,0.0,0.0
5.0,2020-10-02 15:53:52,2020-06-30 06:17:25,100.0,0.0,0.0
3.0,2020-10-02 14:21:27,2020-10-02 14:00:47,60.0,0.0,0.0
5.0,2020-10-02 13:11:22,2020-08-18 08:00:41,25.0,0.0,0.0
3.0,2020-10-02 11:59:25,2020-10-02 10:33:03,20.0,0.0,0.0
5.0,2020-10-02 11:55:57,2020-10-01 10:07:33,1.0,0.0,0.0
5.0,2020-10-02 09:01:41,2020-08-13 21:01:37,51.0,0.0,0.0
5.0,2020-10-01 18:35:39,2020-09-29 18:35:18,30.0,1.0,1.0
4.5,2020-10-01 13:48:46,2020-09-30 15:55:53,15.0,0.0,0.0
5.0,2020-10-01 12:55:21,2020-10-01 12:38:20,25.0,0.0,1.0
3.0,2020-10-01 12:42:37,2020-06-02 09:30:39,15.0,0.0,0.0
4.0,2020-10-01 11:24:31,2020-10-01 10:09:11,5.0,0.0,0.0
5.0,2020-10-01 11:22:22,2020-09-30 17:47:15,5.0,0.0,0.0
5.0,2020-10-01 10:59:15,2020-10-01 08:50:02,45.0,0.0,0.0
5.0,2020-10-01 08:34:03,2020-10-01 08:07:33,10.0,0.0,0.0
5.0,2020-10-01 08:19:17,2020-09-30 05:26:08,75.0,0.0,0.0
5.0,2020-10-01 07:13:16,2020-09-16 21:48:23,30.0,0.0,0.0
5.0,2020-09-30 20:00:26,2020-09-30 19:37:39,20.0,0.0,0.0
5.0,2020-09-30 18:55:28,2020-09-28 18:59:52,45.0,9.0,8.0
5.0,2020-09-30 16:11:20,2020-05-28 08:21:09,1.0,0.0,0.0
5.0,2020-09-30 15:14:29,2020-04-05 11:48:21,1.0,0.0,0.0
4.0,2020-09-30 13:54:13,2020-09-30 13:28:46,1.0,0.0,0.0
5.0,2020-09-30 13:28:42,2020-09-30 12:53:10,10.0,0.0,0.0
5.0,2020-09-30 11:06:55,2020-09-30 10:24:41,30.0,0.0,0.0
5.0,2020-09-30 09:45:20,2020-09-22 10:17:10,35.0,0.0,0.0
4.0,2020-09-30 07:35:23,2020-09-25 13:46:45,5.0,0.0,0.0
5.0,2020-09-29 22:00:27,2020-09-22 06:21:52,15.0,0.0,0.0
5.0,2020-09-29 21:29:06,2020-04-12 10:58:39,100.0,1.0,0.0
5.0,2020-09-29 14:30:29,2020-09-23 13:43:37,35.0,0.0,0.0
5.0,2020-09-29 14:18:31,2020-09-10 18:40:12,50.0,0.0,0.0
5.0,2020-09-29 11:41:49,2020-09-29 11:09:09,10.0,0.0,0.0
3.0,2020-09-29 11:02:12,2020-09-10 13:32:41,40.0,1.0,0.0
4.5,2020-09-29 10:40:08,2020-09-26 21:26:51,1.0,0.0,0.0
5.0,2020-09-29 00:44:26,2020-09-29 00:21:17,20.0,0.0,0.0
5.0,2020-09-29 00:10:44,2020-09-15 12:36:02,1.0,0.0,0.0
5.0,2020-09-28 21:33:20,2020-08-05 09:05:20,15.0,0.0,0.0
5.0,2020-09-28 20:54:27,2020-03-08 14:04:52,1.0,0.0,0.0
4.0,2020-09-28 20:45:01,2020-09-11 16:10:51,5.0,0.0,0.0
5.0,2020-09-28 19:33:05,2020-04-16 13:23:04,40.0,0.0,1.0
5.0,2020-09-28 15:39:43,2020-09-11 14:39:47,10.0,0.0,0.0
5.0,2020-09-28 13:17:19,2020-09-28 13:02:19,1.0,0.0,0.0
5.0,2020-09-27 19:35:25,2020-09-27 15:57:58,45.0,0.0,0.0
3.0,2020-09-27 14:48:48,2020-09-21 11:29:04,10.0,0.0,0.0
5.0,2020-09-27 04:25:28,2020-01-30 13:53:11,10.0,0.0,0.0
5.0,2020-09-27 00:01:17,2020-02-05 20:06:10,45.0,0.0,0.0
5.0,2020-09-26 21:21:19,2020-09-26 18:44:04,55.0,0.0,0.0
5.0,2020-09-26 21:11:48,2020-09-20 12:04:54,45.0,0.0,0.0
5.0,2020-09-26 20:49:41,2020-09-21 07:23:33,5.0,0.0,0.0
4.5,2020-09-26 20:47:28,2020-09-26 20:33:30,1.0,0.0,0.0
5.0,2020-09-26 20:23:56,2020-09-05 19:26:55,10.0,0.0,0.0
3.5,2020-09-26 18:46:57,2020-09-26 18:26:24,20.0,0.0,0.0
5.0,2020-09-26 17:12:21,2020-04-04 19:11:15,10.0,0.0,0.0
5.0,2020-09-26 13:22:56,2020-09-26 12:43:46,30.0,0.0,0.0
5.0,2020-09-26 13:11:09,2020-07-30 18:05:59,40.0,0.0,0.0
5.0,2020-09-26 11:55:27,2020-09-10 18:59:26,20.0,0.0,0.0
4.5,2020-09-26 10:13:20,2020-09-22 12:02:01,10.0,0.0,0.0
5.0,2020-09-26 10:11:03,2020-08-08 16:09:53,30.0,0.0,0.0
5.0,2020-09-26 09:40:20,2020-06-28 20:23:50,20.0,0.0,0.0
5.0,2020-09-25 16:09:48,2020-04-19 20:27:15,25.0,0.0,0.0
5.0,2020-09-25 14:36:06,2020-09-19 07:32:51,35.0,0.0,0.0
4.5,2020-09-25 13:53:16,2020-09-25 13:09:48,10.0,0.0,0.0
5.0,2020-09-25 13:14:47,2020-09-24 14:14:58,5.0,0.0,0.0
4.0,2020-09-25 12:55:21,2020-02-13 13:16:20,25.0,0.0,0.0
4.0,2020-09-25 12:43:53,2020-06-18 17:44:20,5.0,0.0,0.0
4.5,2020-09-25 12:31:49,2020-09-25 11:27:38,1.0,0.0,0.0
5.0,2020-09-25 10:31:02,2020-04-09 12:02:53,40.0,0.0,0.0
5.0,2020-09-25 09:50:28,2020-09-25 07:16:29,35.0,0.0,0.0
5.0,2020-09-25 09:06:23,2019-08-22 13:47:22,15.0,0.0,0.0
5.0,2020-09-25 06:50:01,2020-09-22 15:04:53,10.0,0.0,0.0
5.0,2020-09-24 20:21:40,2020-04-04 22:52:41,60.0,0.0,0.0
4.5,2020-09-24 17:44:47,2020-05-01 12:21:33,100.0,0.0,0.0
5.0,2020-09-24 12:45:58,2020-09-23 09:43:24,30.0,0.0,0.0
5.0,2020-09-24 12:45:02,2020-08-19 09:39:11,35.0,0.0,0.0
5.0,2020-09-24 11:53:42,2020-09-23 10:06:56,80.0,0.0,0.0
5.0,2020-09-24 09:48:12,2020-09-21 11:04:46,1.0,0.0,0.0
5.0,2020-09-23 19:37:28,2020-09-22 16:35:55,25.0,0.0,0.0
4.5,2020-09-23 13:51:15,2020-09-21 14:01:03,1.0,0.0,0.0
5.0,2020-09-23 12:33:49,2020-09-16 18:34:35,25.0,0.0,0.0
4.0,2020-09-22 19:27:55,2020-09-21 09:21:12,5.0,0.0,0.0
5.0,2020-09-22 19:12:45,2020-09-22 13:48:34,31.0,0.0,0.0
4.0,2020-09-22 17:14:02,2020-05-14 20:49:37,5.0,0.0,0.0
5.0,2020-09-22 16:38:28,2020-09-22 16:03:47,1.0,0.0,0.0
5.0,2020-09-22 12:50:56,2020-09-12 14:12:13,100.0,1.0,4.0
5.0,2020-09-21 22:07:05,2020-09-17 10:43:45,5.0,0.0,0.0
4.5,2020-09-21 22:06:07,2020-09-16 18:18:21,20.0,0.0,0.0
4.5,2020-09-21 20:17:26,2020-08-23 14:36:06,1.0,0.0,0.0
4.5,2020-09-21 18:35:57,2020-02-28 18:50:15,10.0,0.0,0.0
5.0,2020-09-21 16:46:12,2020-04-05 11:41:04,1.0,0.0,0.0
5.0,2020-09-21 13:51:31,2020-02-18 11:29:23,0.0,0.0,0.0
5.0,2020-09-21 13:46:52,2020-08-06 17:31:00,5.0,0.0,0.0
5.0,2020-09-21 13:05:21,2020-04-05 12:14:50,100.0,0.0,0.0
5.0,2020-09-21 12:07:12,2020-09-14 06:29:49,1.0,0.0,0.0
5.0,2020-09-21 11:46:25,2020-08-27 20:17:12,1.0,0.0,0.0
5.0,2020-09-21 09:51:31,2020-09-20 13:42:35,25.0,0.0,0.0
5.0,2020-09-21 03:03:18,2020-08-26 18:42:33,40.0,0.0,0.0
4.5,2020-09-20 21:33:01,2020-09-20 18:34:46,45.0,0.0,0.0
5.0,2020-09-20 17:28:38,2020-08-22 15:47:35,100.0,0.0,2.0
4.0,2020-09-20 14:53:36,2020-07-28 12:12:33,25.0,0.0,0.0
5.0,2020-09-20 03:13:27,2020-09-15 02:23:31,15.0,0.0,0.0
5.0,2020-09-19 22:11:46,2020-09-18 17:15:11,10.0,0.0,0.0
5.0,2020-09-19 18:57:12,2020-09-08 10:38:58,10.0,0.0,0.0
5.0,2020-09-19 09:11:41,2020-05-10 13:53:27,25.0,0.0,0.0
5.0,2020-09-18 22:19:27,2020-08-02 14:13:49,10.0,0.0,0.0
5.0,2020-09-18 19:39:19,2020-06-26 09:54:02,25.0,0.0,0.0
5.0,2020-09-18 18:33:02,2020-08-11 20:47:23,80.0,0.0,0.0
5.0,2020-09-18 13:32:38,2019-10-15 20:30:52,100.0,0.0,0.0
5.0,2020-09-18 13:29:00,2020-08-24 11:35:20,25.0,0.0,0.0
5.0,2020-09-18 11:41:04,2020-08-13 08:41:39,11.0,0.0,0.0
5.0,2020-09-18 09:34:28,2020-02-10 10:48:24,100.0,0.0,0.0
5.0,2020-09-18 09:26:34,2020-09-15 08:38:07,27.0,0.0,0.0
5.0,2020-09-18 05:09:57,2020-09-17 19:37:16,20.0,0.0,0.0
4.0,2020-09-17 20:45:39,2020-08-24 11:08:03,1.0,0.0,0.0
5.0,2020-09-17 20:11:33,2020-05-11 15:34:47,100.0,1.0,0.0
5.0,2020-09-17 19:14:39,2020-08-18 10:28:43,35.0,0.0,0.0
5.0,2020-09-17 12:56:34,2020-09-17 11:27:13,35.0,0.0,0.0
5.0,2020-09-17 11:18:35,2020-09-11 10:57:35,45.0,0.0,0.0
5.0,2020-09-17 09:09:28,2020-09-17 06:39:32,60.0,0.0,0.0
5.0,2020-09-17 08:40:06,2020-09-17 08:38:53,10.0,0.0,0.0
5.0,2020-09-17 07:56:45,2020-09-11 06:21:38,25.0,0.0,0.0
5.0,2020-09-16 23:03:25,2020-09-16 17:51:10,35.0,0.0,0.0
5.0,2020-09-16 18:12:02,2019-09-24 06:05:02,60.0,0.0,0.0
5.0,2020-09-16 18:05:58,2020-09-16 11:55:56,25.0,0.0,0.0
5.0,2020-09-16 12:36:23,2020-07-26 19:48:56,50.0,0.0,2.0
5.0,2020-09-16 10:02:29,2020-07-08 17:39:56,15.0,0.0,0.0
5.0,2020-09-15 20:11:41,2020-09-11 10:40:15,15.0,0.0,0.0
4.5,2020-09-15 16:49:22,2020-08-27 13:33:46,1.0,0.0,0.0
5.0,2020-09-15 13:07:35,2020-09-15 11:28:24,10.0,0.0,0.0
5.0,2020-09-15 11:14:56,2020-09-15 10:55:10,15.0,1.0,0.0
4.5,2020-09-15 10:54:50,2020-09-07 08:32:17,35.0,0.0,0.0
5.0,2020-09-15 10:35:24,2020-04-05 13:27:37,20.0,0.0,0.0
5.0,2020-09-15 09:20:46,2020-09-14 19:59:40,20.0,1.0,1.0
5.0,2020-09-15 08:58:48,2020-09-15 08:20:00,10.0,0.0,0.0
5.0,2020-09-15 07:22:55,2020-04-05 14:19:06,40.0,0.0,0.0
5.0,2020-09-15 07:14:24,2020-06-02 06:30:07,35.0,0.0,0.0
5.0,2020-09-14 21:25:03,2020-08-25 23:23:26,15.0,0.0,0.0
5.0,2020-09-14 20:22:41,2020-01-10 18:04:18,100.0,0.0,0.0
4.5,2020-09-14 15:30:38,2020-09-04 09:53:46,20.0,0.0,0.0
5.0,2020-09-14 14:19:53,2019-12-31 05:33:40,1.0,0.0,0.0
5.0,2020-09-14 11:16:52,2020-09-09 11:13:20,85.0,0.0,0.0
5.0,2020-09-14 10:17:23,2020-09-14 09:45:05,30.0,0.0,0.0
5.0,2020-09-14 09:47:15,2020-09-13 20:45:09,100.0,0.0,0.0
5.0,2020-09-14 09:22:38,2020-08-31 17:18:52,15.0,0.0,0.0
4.5,2020-09-14 09:08:37,2020-09-12 05:47:12,15.0,0.0,0.0
5.0,2020-09-14 06:56:13,2020-09-08 07:58:19,5.0,0.0,0.0
5.0,2020-09-13 15:46:38,2020-09-13 12:11:03,1.0,0.0,0.0
4.5,2020-09-13 15:35:19,2020-09-12 14:48:46,20.0,0.0,0.0
5.0,2020-09-13 13:31:28,2020-09-12 11:27:40,100.0,1.0,3.0
4.0,2020-09-13 12:02:12,2020-09-09 13:42:07,15.0,0.0,0.0
5.0,2020-09-13 07:15:26,2020-07-23 20:49:13,5.0,0.0,0.0
5.0,2020-09-13 05:33:08,2020-08-25 00:09:28,100.0,0.0,0.0
5.0,2020-09-12 21:39:20,2020-09-11 21:20:53,10.0,0.0,0.0
5.0,2020-09-12 21:26:04,2020-09-07 17:39:02,1.0,0.0,0.0
5.0,2020-09-12 13:08:06,2020-07-13 21:23:43,5.0,0.0,0.0
2.5,2020-09-12 12:44:19,2020-09-11 17:09:13,45.0,5.0,0.0
5.0,2020-09-11 18:42:58,2020-09-10 16:15:00,20.0,0.0,0.0
5.0,2020-09-11 17:00:31,2020-09-11 16:38:40,70.0,4.0,0.0
5.0,2020-09-11 16:41:34,2020-08-28 11:06:34,65.0,0.0,0.0
5.0,2020-09-11 16:35:10,2020-09-11 14:25:27,35.0,0.0,0.0
5.0,2020-09-11 14:56:21,2020-05-05 05:21:36,100.0,2.0,2.0
5.0,2020-09-11 11:36:55,2020-07-23 11:44:38,55.0,0.0,0.0
5.0,2020-09-11 10:12:45,2020-09-05 07:28:31,65.0,0.0,0.0
5.0,2020-09-11 07:05:06,2020-08-23 12:01:46,10.0,0.0,0.0
5.0,2020-09-11 07:04:25,2020-09-01 18:19:35,15.0,0.0,0.0
4.0,2020-09-10 20:48:07,2020-09-10 19:51:09,1.0,0.0,0.0
5.0,2020-09-10 19:16:43,2020-09-09 14:27:17,10.0,0.0,0.0
4.5,2020-09-10 14:01:41,2020-07-19 22:11:55,100.0,0.0,0.0
4.0,2020-09-10 11:12:07,2020-08-10 19:51:26,15.0,0.0,0.0
5.0,2020-09-10 10:55:39,2020-09-10 10:37:30,35.0,0.0,0.0
5.0,2020-09-10 10:09:45,2020-01-09 07:31:30,85.0,0.0,1.0
4.5,2020-09-10 09:52:54,2020-08-06 10:53:02,20.0,0.0,0.0
3.5,2020-09-10 09:38:55,2020-09-06 22:09:49,1.0,0.0,0.0
5.0,2020-09-10 07:21:09,2020-09-10 07:06:29,35.0,0.0,0.0
5.0,2020-09-09 20:22:20,2020-08-28 20:39:41,25.0,0.0,0.0
5.0,2020-09-09 20:08:07,2020-08-27 13:34:47,10.0,0.0,0.0
5.0,2020-09-09 19:45:50,2020-09-09 19:05:35,20.0,0.0,0.0
5.0,2020-09-09 19:42:56,2020-07-15 11:08:33,25.0,0.0,0.0
4.5,2020-09-09 17:43:57,2020-06-01 21:35:18,100.0,0.0,0.0
5.0,2020-09-09 17:17:21,2020-06-19 10:29:47,20.0,0.0,0.0
5.0,2020-09-09 15:33:51,2020-08-19 11:07:41,40.0,0.0,0.0
5.0,2020-09-09 15:32:42,2020-06-04 13:21:15,65.0,0.0,0.0
5.0,2020-09-09 13:57:11,2020-09-09 13:23:56,10.0,0.0,0.0
5.0,2020-09-09 13:47:30,2020-06-24 07:20:28,65.0,0.0,0.0
4.5,2020-09-09 13:26:33,2020-09-04 22:05:20,10.0,0.0,0.0
5.0,2020-09-09 13:08:54,2019-06-05 09:27:58,10.0,0.0,0.0
5.0,2020-09-09 09:27:50,2020-08-22 10:40:45,10.0,0.0,0.0
4.0,2020-09-09 08:25:17,2020-09-07 21:02:32,20.0,0.0,0.0
5.0,2020-09-09 07:32:46,2020-09-08 08:47:42,25.0,0.0,0.0
5.0,2020-09-09 07:20:23,2020-04-23 13:42:14,45.0,0.0,0.0
5.0,2020-09-08 22:07:49,2020-08-19 10:48:26,55.0,3.0,5.0
5.0,2020-09-08 21:58:27,2020-09-08 21:34:45,5.0,0.0,0.0
5.0,2020-09-08 20:28:11,2020-09-02 17:02:11,60.0,0.0,0.0
5.0,2020-09-08 18:32:46,2020-03-30 15:52:08,20.0,0.0,0.0
5.0,2020-09-08 13:42:15,2020-08-27 08:20:05,61.0,0.0,0.0
4.0,2020-09-08 12:41:43,2020-09-06 17:17:45,30.0,0.0,0.0
5.0,2020-09-08 09:51:34,2020-04-06 15:51:44,10.0,0.0,0.0
5.0,2020-09-08 06:48:58,2020-09-08 06:31:54,100.0,0.0,0.0
5.0,2020-09-07 22:21:50,2020-08-19 17:06:46,25.0,0.0,0.0
5.0,2020-09-07 20:07:15,2019-07-18 15:25:01,100.0,0.0,0.0
4.5,2020-09-07 14:12:06,2020-03-30 08:36:24,15.0,0.0,0.0
5.0,2020-09-07 13:19:56,2020-02-28 07:58:36,65.0,0.0,0.0
5.0,2020-09-07 12:08:25,2020-03-18 12:13:50,1.0,0.0,0.0
4.0,2020-09-07 10:59:41,2020-07-29 23:55:54,1.0,0.0,0.0
5.0,2020-09-07 09:00:02,2020-09-06 10:50:09,10.0,0.0,0.0
5.0,2020-09-06 20:54:09,2020-08-05 23:44:00,10.0,0.0,0.0
5.0,2020-09-06 19:53:39,2020-03-22 18:28:49,0.0,0.0,0.0
4.0,2020-09-06 19:44:43,2020-09-06 19:26:26,10.0,0.0,0.0
5.0,2020-09-06 19:11:23,2020-09-06 17:44:43,1.0,0.0,0.0
5.0,2020-09-06 17:57:23,2020-09-06 17:19:06,30.0,0.0,0.0
5.0,2020-09-06 16:19:18,2020-09-06 13:25:56,30.0,1.0,0.0
5.0,2020-09-06 15:00:23,2020-09-06 10:49:46,10.0,0.0,0.0
5.0,2020-09-06 11:14:25,2020-09-06 10:44:47,10.0,0.0,0.0
4.5,2020-09-05 22:02:42,2020-08-31 21:54:42,15.0,0.0,0.0
5.0,2020-09-05 20:33:49,2020-09-05 15:10:25,15.0,0.0,0.0
4.5,2020-09-05 20:31:10,2020-09-05 20:13:33,15.0,0.0,0.0
4.0,2020-09-05 18:37:35,2020-09-05 18:17:05,15.0,0.0,0.0
3.0,2020-09-05 17:06:27,2020-04-30 10:52:57,100.0,0.0,0.0
4.0,2020-09-05 14:09:08,2020-09-05 13:45:00,1.0,0.0,0.0
5.0,2020-09-05 14:04:40,2020-09-01 11:11:25,40.0,2.0,1.0
5.0,2020-09-05 13:15:00,2020-08-21 19:41:49,90.0,0.0,1.0
5.0,2020-09-04 21:48:16,2020-09-04 08:14:27,10.0,0.0,0.0
4.5,2020-09-04 19:48:21,2020-09-04 18:59:06,100.0,8.0,7.0
5.0,2020-09-04 15:54:24,2020-09-04 14:16:15,10.0,0.0,0.0
5.0,2020-09-04 13:41:16,2020-07-18 21:16:42,10.0,0.0,0.0
4.0,2020-09-04 13:18:56,2019-07-01 14:58:22,100.0,0.0,0.0
5.0,2020-09-04 12:29:34,2020-09-04 12:05:11,35.0,0.0,0.0
3.5,2020-09-04 10:01:18,2020-08-17 18:07:32,35.0,0.0,0.0
5.0,2020-09-04 07:43:06,2020-09-02 09:08:44,20.0,0.0,1.0
3.5,2020-09-03 22:43:05,2020-09-03 14:24:31,40.0,0.0,0.0
5.0,2020-09-03 21:24:26,2020-08-31 20:33:55,90.0,0.0,0.0
5.0,2020-09-03 19:43:24,2020-03-19 19:01:23,20.0,0.0,0.0
5.0,2020-09-03 17:42:58,2020-09-03 16:37:17,25.0,0.0,0.0
4.0,2020-09-03 15:20:19,2020-09-02 11:09:07,25.0,0.0,0.0
4.5,2020-09-03 14:24:46,2020-02-02 18:28:30,100.0,0.0,0.0
5.0,2020-09-03 13:23:08,2020-08-12 11:47:59,20.0,0.0,0.0
4.5,2020-09-03 12:37:19,2020-09-03 12:19:49,15.0,0.0,0.0
4.5,2020-09-03 12:17:32,2020-08-05 14:09:12,5.0,0.0,0.0
5.0,2020-09-03 11:22:20,2020-08-06 13:26:37,30.0,0.0,0.0
4.0,2020-09-03 10:49:40,2020-08-27 00:01:06,10.0,0.0,0.0
5.0,2020-09-03 09:41:00,2020-09-03 08:16:57,1.0,0.0,0.0
5.0,2020-09-03 09:28:42,2020-09-01 20:06:06,10.0,0.0,0.0
5.0,2020-09-03 06:08:15,2020-07-22 18:49:41,30.0,0.0,0.0
4.0,2020-09-02 22:17:01,2020-08-05 08:12:47,1.0,0.0,0.0
4.5,2020-09-02 19:30:57,2020-09-01 14:19:41,1.0,0.0,0.0
5.0,2020-09-02 18:44:39,2020-08-10 06:30:17,55.0,0.0,0.0
4.5,2020-09-02 17:43:37,2020-08-10 12:20:48,85.0,0.0,0.0
5.0,2020-09-02 17:20:34,2020-09-02 16:50:04,5.0,0.0,0.0
5.0,2020-09-02 13:57:58,2020-04-05 08:42:10,60.0,1.0,0.0
4.0,2020-09-02 11:28:21,2020-09-02 05:45:54,10.0,0.0,0.0
4.0,2020-09-02 10:28:44,2019-10-28 20:10:36,75.0,4.0,3.0
5.0,2020-09-02 10:13:28,2020-08-27 22:55:30,15.0,0.0,0.0
5.0,2020-09-02 03:46:19,2020-08-27 18:42:15,20.0,0.0,0.0
4.5,2020-09-01 21:04:06,2020-08-24 17:17:42,10.0,0.0,0.0
5.0,2020-09-01 18:04:32,2020-08-29 22:24:09,5.0,0.0,0.0
5.0,2020-09-01 15:14:38,2020-06-18 15:37:28,70.0,6.0,1.0
5.0,2020-09-01 14:39:09,2020-07-26 18:04:19,100.0,0.0,0.0
4.0,2020-09-01 13:23:51,2020-08-19 17:42:20,1.0,0.0,0.0
5.0,2020-09-01 11:54:00,2020-03-21 19:34:49,5.0,0.0,0.0
5.0,2020-09-01 11:13:45,2020-05-15 11:14:09,100.0,2.0,0.0
4.0,2020-09-01 10:33:07,2020-07-05 11:43:39,70.0,0.0,0.0
5.0,2020-09-01 09:22:34,2020-08-21 22:14:27,25.0,0.0,0.0
5.0,2020-09-01 08:30:15,2020-08-28 13:31:11,5.0,0.0,0.0
5.0,2020-09-01 05:14:38,2020-07-21 22:07:39,15.0,0.0,0.0
5.0,2020-08-31 22:53:15,2019-12-05 13:19:04,45.0,0.0,0.0
5.0,2020-08-31 20:14:53,2019-06-10 18:25:13,90.0,1.0,2.0
3.0,2020-08-31 18:47:45,2020-08-30 18:27:08,15.0,0.0,0.0
4.0,2020-08-31 17:14:33,2020-04-05 11:49:50,6.0,0.0,0.0
5.0,2020-08-31 16:08:57,2020-08-24 16:03:15,15.0,0.0,0.0
5.0,2020-08-31 12:09:30,2020-08-30 23:47:59,1.0,0.0,0.0
5.0,2020-08-31 10:26:51,2020-08-26 08:03:42,5.0,0.0,0.0
5.0,2020-08-31 10:16:15,2020-08-31 08:41:17,30.0,1.0,0.0
4.5,2020-08-31 09:28:58,2020-05-05 12:37:07,5.0,0.0,0.0
5.0,2020-08-31 09:11:17,2020-07-18 09:59:02,1.0,0.0,0.0
5.0,2020-08-31 08:44:57,2020-08-26 10:27:41,30.0,0.0,0.0
4.5,2020-08-30 23:03:30,2020-08-29 14:21:41,15.0,0.0,0.0
5.0,2020-08-30 21:47:35,2020-08-28 09:15:35,15.0,1.0,0.0
3.0,2020-08-30 14:48:15,2020-01-03 14:40:25,1.0,0.0,0.0
5.0,2020-08-30 14:14:58,2020-07-26 17:51:33,100.0,0.0,0.0
4.5,2020-08-30 12:13:01,2020-01-30 18:04:05,5.0,0.0,0.0
